sentence,label
Ing Song Terus punika kapanggihaken fosil manungsa ingkang gesang 10.000 warsa kapengker.,3
"Luweng Jaran mapan ing desa Jlubang, Kecamatan Punung.",3
"Ing lebet luweng wonten lepenipun, menawi mangsa rendheng sering bena ing lebet luweng.",3
"Luweng Jaran panjangipun 25 km, mujudaken guwa paling panjang ing Indonesia.",3
"Guwa Somapura, mapan ing desa Bungur, Kecamatan Tulakan.",3
"Saking guwa cacah 13 menika, guwa Somapura satunggaling guwa ingkang wonten laladan Pacitan ering wetan, sanesipun wonten ering kilen ing Kecamatan Pringkuku, Punung saha Donorojo ingkang mujudaken gugusan redi Sewu.",3
"Sasampunipun guwa, pesisir dados unggulan wisata kaping kalih tumrap Kabupaten Pacitan.",3
"Rumiyin andhalan wisata pesisir namung Telengria, utawi Barehan ingkang mapanipun namung watawis 4 km saking punjering kitha Pacitan, kaliyan pesisir Taman ing Kecamatan Ngadirojo, 50 km sakwetanipun kitha Pacitan.",3
"Saking pesisir-pesisir ingkang dados andalan wisata Pacitan, kajawi ingkang wonten lintasan JLS (Jalan Lingkar Selatan) sanesipun kedah mlebet ingkang marginipun dereng sedaya saged kaambah kendaraan ageng (bus ageng).",3
Ing pesisir menika wonten grojoganipun (air terjun).,3
"Mapan wonten iring kilen Pacitan, cocog menawi wisatawan saking arah kilen (Wonogiri, Solo) njujug mriki rumiyin.",3
"Lajeng Pesisir Buyutan, kanthi andhalan pasir ingkang pethak lan resik.",3
Pesisir punika inggih wonten kecamatan Donorojo. Dereng sinengkuyung prasarana margi ingkang sae.,3
"Pesisir Klayar, mapan ing Desa Sendang, Kecamatan Donorojo.",3
"Pesisir ingkang sanget ngelam-elami, pasir pethak, sela-sela karang, saha wonten toya muncrat (air mancur) ing antawisipun sela-sela karang.",3
Sampun kathah kawangun warung-warung saha papan ngenggar-enggar.,3
"Emanipun kendaraan ageng dereng saged mlebet mriki, marginipun ciut.",3
Pramila menawi mbeta kendaraan ageng kedah parkir wonten Punung (margi ageng) lajeng pados kendharan alit (colt).,3
"Pesisir Tamperan, mapan sakilenipun Telengria, marginipun wiyar, amargi rumiyin jaman penjajah wonten gudhang saremipun.",3
Era warsa 1960 an sanginggilipun gudhang sarem kabangun petamanan saha wonten kolam renangipun.,3
Sakpunika sampun mboten wonten.,3
Gudhang sarem ugi sampun dipun rubah dados Pusat Pelabuhan Perikanan.,3
Pesisir Tamperan menika gandheng kaliyan Telengria.,3
Pesisir Telengria rumiyin kasebat Barehan.,3
"Pesisir Kali Uluh, mapan wonten desa Klesem, Kecamatan Kebonagung, 30 km sakwetanipun kitha Pacitan.",3
"Pesisir Kali Uluh nggadhahi ombak ageng, babagan (pantai) ingkang wiyar saha pemandhangan ingkang ngelam-elami.",3
Margi dumugi lokasi sampun lumayan.,3
"Ing pesisir Kali Uluh kagem ingkang kepengin nyipeng, wonten panggenan nyipeng.",3
"Pesisir Soge mapan wonten desa Sidomulyo, Kecamatan Ngadirojo, persis kelangkungan margi JLS.",3
Kreteg Soge ing sacelakipun pesisiripun nambahi endahipun sesawangan.,3
"Punapa malih langkung JLS ingkang mulus, pareden ingkang katembus margi, taneman klapa, pemandhangan sakalangkung endah.",3
"Pesisir Taman, mapan ing desa Hadiwarno, Kecamatan Ngadirojo.",3
"Kathah ingkang nyebat teluk Lorok, margi JLS langsung sak eleripun.",3
Pesisir Taman sampun dangu dados jujugan wisatawan ing Pacitan ering wetan.,3
"Wonten area ""outbond"" ugi wahana ""flying fox"" saha konservasi penyu.",3
Punika papan-papan wisata alam pantai ing Pacitan ingkang sampun saged linempuh kendaraan ageng saha alit.,3
"Taksih kathah pesisir sanesipun ingkang dados tujuan wisata ing Pacitan, namung kemawon taksih kapambengan akses margi ingkang dereng nyengkuyung.",3
"Kados pesisir Jetak ing Kecamatan Tulakan, pesisir Buyudan ing Kecamatan Donorojo, pesisir Karangbolong, kecamatan Donorojo, pesisir Sruni ing desa Jlubang, Kecamatan Pringkuku, pesisir Tawang ing Katipugal, Kebonangung, Pesisir Kunir wonten desa Pager Kidul, Kecamatan Sudimoro, pesisir Wawaran desa Klesem. ",3
"Kecamatan Kebonagung, pesisir Bawur, desa Bawur sakmenika dipun degaken PLTU, saengga wisatawan kangelan mlebet.",3
"Banyu Anget ""Tirta Husada"" Sumber toya benter ingkang dipunsukani nami Tirta Husada menika mapan ing desa Karangrejo, Kecamatan Arjosari, 15 km sak eleripun kitha Pacitan.",3
Menawi saking arah eler (Ponorogo) dugi Kecamatan Arjosari menggok ngilen (nengen) namung 3 km.,3
"Margiipun sae ngantos lokasi, papan parkir jembar.",3
"Tirta Husada wonten kolam renang 4 kalih kangge dluwasa kalih kangge lare-lare, saha wonten 10 kolah, toyanipun wonten ingkang benter wonten ingkang anget.",3
"Tirta Husada saget kangge pengobatan utawi terapi sakit gatel, linu-linu, rematik, gudhig, pramila mboten natos sepen.",3
"Dipunbikak 24 jam, njageni ingkang badhe kungkum dalu.",3
"Ingkang ngersakaken sare wonten villa kalih, saha taman kangge dolanan lare-lare.",3
"Gunung Lima, redi menika mboten ageng, mapan wonten desa Mantren, Kecamatan Kebonagung.",3
"Dumugi Mantren kedah mlampah minggah ndeder, kangge tumuju puncaking redi.",3
"Ing tengah redi kangge nglajengaken minggah kedah minggah andha cacah kalih, lajeng mlebet sela gapit.",3
"Kados mlebet trowongan, badhe mlebet wiyaripun namung watawis 20 cm, dados mlebet kedah miring.",3
"Sanaosa makaten tiyang ageng, alit, lemu, sedaya saged mlebet lan pas.",3
Trowongan Sela gapit panjangipun watawis 5 meter.,3
"Dumugi puncak, sadaya raos kesel dados ical awit kalipur endahipun sesawangan.",3
"Ing kidul katingal samodra Indonesia, ngilen kitha Pacitan, ngaler ngetan pegunungan kendheng kidul.",3
"Angin sumribit, sok-sok banter, ugi kala-kala kasaput kabut.",3
Puncaking redi rata kinten-kinten wonten 10 meter persegi wiyaripun.,3
Makaten papan wisata alam ing Kabupaten Pacitan.,3
"Kajawi wisata alam taksih wonten wisata budaya, wisata religi saha wisata kuliner.",3
Mugi ing wekdal sanes saged kula aturaken.,3
Setunggal melih papan wisata alam wonten kabupaten Trenggalek ingkang ngresepi nurani.,3
Inggih menika papan wisata taman Kili Kili.,3
"Persisipun inggih menika, manggen wonten Bendogolor desa Wonocoyo kecamatan Panggul.",3
"Menawi panjenengan badhe tindak taman wisata Kili Kili, lajeng mboten ngasta kandharaan pribadi.",3
"Amergi, titiyan umum ingkang tumuju lokasi wisata, inggih sampun kathah.",3
"Margi saking kitha kabupaten Trenggalek, tumuju lokasi wisata inggih sampun alus mulus.",3
"Utaminipun, saking kitha Trenggalek dumugi kecamatan Panggul.",3
"Inggih, namung watawis, wonten 850 m dereng dipun aspal.",3
Taksih arupi margi pasir.,3
"Mergi alamiah kados menika, malah para wisatawan manca negari ingkang remen.",3
"Para wisatawan saking mancanegari, nyuwunipun alamiah.",3
"Dereng karekayasa, mboten menika arupi papan panggenan wisata, utawi marginipun.",3
"Wonten salah setunggalipun wisatawan manca negari saking negari Kanguru Australia, wekdal wisata dhumateng taman Kili Kili, kalih pemandhu wisata nipun badhe dipun sewakaken kendharaan saking kecamatan Panggul dumugi papan lokasi wisata taman Kili Kili.",3
"Ananging, judheg, mboten purun.",3
Piyambakipun malah remen mlamplah.,3
"Kamangka saking kecamatan, dumugi papan wisata taman Kili Kili watawis taksih wonten 1,5 km.",3
Wisatawan menika sajak ngresepi sanget tindak-tindak wonten margi-margi sekitaripun mriku.,3
"Utaminipun, margi ingkang taksih alamiah.",3
Kados margi dhumateng taman wisata Kili Kili menika.,3
"Wekdal pemandhu wisatanipun payah, wisatawanipun taksih kiyeng.",3
Malah menawi pemandhunipun wisata mboten kiyat badhe dipun gendhong.,3
"Benten melih, menawi para remaja nem-neman kados lare-lare PRAMUKA utawa ingkang kagabung wonten Remaja Pecinta Lingkungan Hidup, saha adhik-adhik ingkang hobby camping.",3
Biasanipun inggih namung remen dampyak-dampyak.,3
Mlampah sesarengan kalih kanca-kancanipun.,3
"Mboten supe, kalih clilang-cliling pados tandhing.",3
Mangke menawi wonten remaja putri ingkang sajak nuju prana ngoten.,3
Mlebet papan wisata taman Kili Kili mboten dipun tarik karcis.,3
"Salah setunggalipun, kathah dipun dugeni para wisatawan.",3
"Miturut dhata ingkang saged kaimpun dening penulis: 86% Wisatawan domestik saking tlatah Trenggalek, 13% wisatawan domestik sanjawinipun kabupaten Trenggalek, 1% wisatawan manca negari.",3
"Menawi badhe tindak glencer dhumateng papan wisata Taman Kili Kili, mboten ngasta kendharaan pribadi, angkutan umum inggih sampun kathah.",3
"Saking Terminal Trenggalek saged nitih Elef, ongkosipun watawis Rp 25,000,- dugi kacamatan Panggul.",3
"Saking ngriku, nuju lokasi wisata laksih watawis 1,5 km.",3
"Saking kecamatan Panggul, ngantos dumugi papan wisata taman Kili Kili. ",3
Sedulur papan ojeg inggih sampun kathah ingkang purun ngeteraken ngantos ing papan panggenan wisata.,3
Taman Wisata Kili Kili mujudaken papan wisata alam ingkang arupi pesisir.,3
"Menawi sonten, katawis endah mranani manah.",3
"Amergi, sang Surya ingkang sampun gemlewang mangilen sunaripun katampani ombak alun samodra.",3
"Katon endah, lerap-lerap awarni kencana.",3
"Wonten angkasa, sanginggelipun ombak alun samodra, menawi mendhung mboten nggentayung, candhi rengga utawi candhi kala ugi katawis kencana.",3
Lukisan alam ingkang endah nuju prana.,3
"Rumiyin wekdal dereng kathah panglipur, kados: telivisi, HP ugi tontonan lintu-lintunipun, lare-lare dhusun ngriku kathah ingkang remen pados jangkrik jaler.",3
"Kejawi remen suwanten utawi kalih ngerikipun, ugi wonten ingkang dipun edu.",3
"Lha kajenge jangkrik jaler semangat tandhing, menawi badhe dipun adu jangkrik dipun kileni rumiyin.",3
"Saking ngili jangkrik jaler punika, salajengipun taman wisata ingkang arupi pesisir menika kanamekaken taman wisata Kili-Kili.",3
Ngantos dugi samenika.,3
"Ananging, menika inggih namung dhapur dedongengan.",3
"Liripun, menawi dipun paido inggih mboten mengeng.",3
Makatene ujaring kandha.,3
Dumadosipun nami papan wisata Kili Kili menika.,3
"Papan panggenan wisata Kili Kili menika, kejawi kawentar minangka papan panggenan wisata, ugi kamekaraken melih minangka papan panggenan pemancingan mania.",3
"Para penghobby mancing ingkang samenika sampun jeleh mancing wonten kolam pemancingan, alternatifipun inggih menika mancing wonten papan pemancingan alam.",3
Kados ta wonten papan wisata pesisir Kili-Kili.,3
"Pramila kathah para mania mastani papan panggenan menika, mujudakaken surga para pemancing.",3
"“Mancing wonten alam langsung, kados wonten pantai Kili Kili menika langkung menantang mas,” ngendikanipun Pak Rony Sugara pemancing mania saking kitha tahu kuning Kediri dhumateng penulis.",3
"Panjenengan ugi ngendikakaken, menawi sampun kaping tiga mancing wonten taman Kili Kili mriku.",3
Kadosipun inggih kepranan sanget mancing wonten pantai Kili Kili menika.,3
Hobby Mancing kalih rekreasi.,3
Menawi malem liburan.,3
"Kados ta dinten minggu ngoten, ingkang ndugeni papan panggenan wisata ngriku, mboten namung winates saking para pemancing lokal.",3
"Ananging, para mania pemancing njawi wilayah Trenggalek ugi kathah.",3
"Papan wisata taman Kili Kili: kejawi minangka papan wisata, pemancingan uga minangka papan wisata konservasi penyu.",3
Tukik ingkang mujudaken anak penyu menika wonten ing taman Kili Kili katernakaken.,3
"Supados, kewan seganten ingkang nurunaken keturunanipun kanthi cara nigan punika saged lestari.",3
Mboten ngantos punah.,3
"Saderengipun wonten adeg-adeg konservasi penyu, kathah para mbembedag utawi berburu tigan penyu liyar.",3
Tiyang-tiyang ingkang mboten gadhah tanggel jawab punika saged ndamel punahipun para penyu.,3
"Masyarakat sekitaripun mriku taksih kathah ingkang percados, menawi kewan penyu menika taksih nggadhahi daya kekiyatan gaib.",3
"Para sedulur sekitaripun mriku kathah ingkang percados, menawi mangsa penyu nigan nggadhahi pangaribawa.",3
"Kados-kados, mbayoni masyarakat sekitaripun mriku.",3
"Inggih menika, kanthi hawa ingkang asrep sanget.",3
"Ngantos samenika, taksih kathah ingkang percados kapitayan mbayoni niku.",3
"Menawi mangsa asrep, ujaripun saking pangaribawanipun penyu ingkang nembe nigan.",3
"Ingkang kados makaten menika, penulis alami piyambak.",3
Amargi penulis ugi asli putra pesisir.,3
"Penulis angkat topi, ngacungaken jempol, dhumateng sanak sedulur ingkang taksih pedhuli kalih lestaripun kewan penyu.",3
Kanthi ada-ada ngawontenaken konservasi penyu wonten pesisir Kili Kili menika.,3
Inggih supados Tukik si anak penyu mboten ngantos punah.,3
"Wonten ing tembe nipun para putra wayah kita, taksih saged ningali proses saking tukik (anak penyu) ngantos dumugi penyu.",3
"Wekdal nigan, kok saged mbayoni.",3
"Syukur kadadosan menika, saged katliti kanthi kaca paningal ilmiah.",3
